3836,low,low,low,low,high,low,high,false,true,false,true,true,false
3129,medium,low,low,low,high,low,high,true,true,true,true,true,true
2770,high,low,low,low,high,low,high,true,true,true,true,true,true
2218,high,low,low,low,low,low,low,false,true,false,false,true,true
1103,veryHigh,low,low,low,low,low,low,true,true,true,true,true,true
2465,high,low,low,low,low,low,low,true,true,true,true,true,true
1457,high,low,low,low,low,low,low,true,true,true,true,true,true
1346,high,low,low,low,low,low,low,true,true,true,true,true,true
1578,high,low,low,low,low,low,low,true,true,true,true,true,true
3705,low,high,low,high,high,low,high,true,true,true,true,true,false
1412,high,low,low,low,low,low,low,true,true,true,true,true,true
1508,high,low,low,low,low,low,low,true,true,true,true,true,true
298,veryHigh,low,low,low,low,low,low,false,true,false,false,true,true
694,veryHigh,low,low,low,low,low,low,true,true,true,true,true,true
1698,high,medium,low,high,low,low,low,false,true,false,true,true,true
2199,high,low,low,low,low,low,low,true,true,true,true,false,true
4018,low,high,high,high,low,low,low,false,true,false,false,false,false
967,veryHigh,low,low,low,low,low,low,true,true,true,true,true,true
3520,medium,low,low,low,low,low,low,true,true,true,false,false,true
933,veryHigh,low,low,low,low,low,low,false,true,false,true,true,true
2705,high,high,low,high,low,low,low,true,true,true,true,true,true
126,veryHigh,low,low,low,low,low,low,true,true,true,true,true,true
893,veryHigh,low,low,low,low,low,low,true,true,true,true,true,true
3092,medium,low,low,low,low,low,low,true,true,true,false,true,true
3436,medium,low,low,low,high,low,high,true,true,true,true,true,true
1220,veryHigh,low,low,low,low,low,low,true,true,true,true,true,true
3724,low,high,high,high,high,low,high,false,true,false,false,false,false
2083,high,high,low,high,low,low,low,true,true,true,true,true,true
4639,low,high,high,high,low,low,low,false,false,false,true,false,false
2363,high,low,low,low,low,low,low,true,true,false,true,true,true
1610,high,low,low,low,low,low,low,true,true,true,true,true,true
3161,medium,medium,low,high,low,low,low,true,true,false,true,true,true
4468,low,medium,low,high,low,low,low,false,true,false,false,true,true
4391,low,high,high,low,low,low,low,false,false,false,true,false,false
1387,high,low,low,low,low,low,low,true,true,true,true,true,true
4722,low,low,low,low,high,low,high,true,true,true,true,true,true
1197,veryHigh,low,low,low,low,low,low,true,true,true,true,true,true
3347,medium,low,low,low,high,low,high,true,true,true,true,true,true
2338,high,low,low,low,low,low,low,false,true,false,true,true,true
1003,veryHigh,low,low,low,low,low,low,true,true,true,true,true,true
442,veryHigh,low,low,low,low,low,low,false,true,false,true,true,true
3310,medium,low,low,low,low,low,low,true,true,true,false,true,true
731,veryHigh,low,low,low,medium,low,low,true,true,true,true,true,true
955,veryHigh,low,low,low,low,low,low,true,true,true,true,true,true
2300,high,low,low,low,low,low,low,true,true,true,false,true,true
817,veryHigh,low,low,low,low,low,low,true,true,true,true,true,true
4312,low,high,high,high,high,low,high,true,false,true,true,false,false
4619,low,high,high,high,high,low,high,false,true,true,true,true,false
111,veryHigh,low,low,low,low,low,low,true,true,true,true,true,true
4773,low,high,high,high,high,low,high,true,true,false,true,true,false
4595,low,high,high,high,low,low,low,false,false,false,false,true,false
4150,low,high,high,low,low,low,low,false,true,false,true,false,false
4408,low,high,high,high,high,low,high,true,false,false,true,false,false
3707,low,low,low,low,high,low,low,true,false,true,false,true,false
3579,medium,low,low,low,low,low,low,false,true,false,true,true,true
1355,high,low,low,low,low,low,low,true,true,true,true,true,true
990,veryHigh,low,low,low,low,low,low,true,true,true,true,true,true
4389,low,high,high,high,high,low,high,false,true,false,true,true,false
3725,low,high,high,high,high,low,low,false,true,false,true,false,false
3463,medium,low,low,low,high,low,high,false,true,false,true,true,true
3897,low,high,high,low,low,low,low,true,true,false,false,false,false
4746,low,high,low,high,high,low,high,true,true,false,true,true,false
3845,low,low,low,low,low,low,low,true,true,true,false,true,true
2650,high,low,low,low,high,low,high,false,true,false,true,true,true
2885,high,low,low,low,low,low,low,false,true,false,true,true,true
3110,medium,low,low,low,high,low,high,true,true,true,true,true,true
2714,high,low,low,low,medium,low,low,false,true,false,true,true,true
4169,low,high,high,high,high,low,high,false,false,false,true,true,false
2540,high,low,low,low,medium,low,low,true,true,true,true,true,true
4033,low,high,high,high,high,low,high,false,true,true,true,false,false
3622,medium,low,low,low,medium,low,low,false,true,false,false,true,false
2197,high,low,low,low,high,low,high,true,true,true,true,true,true
343,veryHigh,low,low,low,low,low,low,false,true,false,true,true,true
3055,medium,low,low,low,high,low,high,true,true,true,true,true,true
2536,high,low,low,low,medium,low,low,true,true,true,true,true,true
4482,low,high,low,high,high,low,high,true,true,false,true,true,false
3741,low,low,low,low,high,low,high,false,true,false,false,true,true
4799,low,high,high,high,high,low,low,true,true,false,false,false,false
2348,high,low,low,low,medium,low,low,true,true,true,true,true,true
3167,medium,low,low,low,high,low,low,true,true,true,true,true,true
2497,high,low,low,low,low,low,low,true,true,true,true,true,true
1183,veryHigh,low,low,low,low,low,low,true,true,true,true,true,true
1781,high,low,low,low,low,low,low,true,true,true,true,true,true
3811,low,high,low,high,high,low,high,true,true,true,false,true,false
2660,high,low,low,low,low,low,low,true,true,false,true,true,true
3452,medium,high,low,high,low,low,low,true,true,true,true,true,true
1093,veryHigh,low,low,low,low,low,low,true,true,true,true,true,true
1820,high,low,low,low,low,low,low,false,true,false,true,false,true
3170,medium,low,low,low,low,low,low,false,true,false,false,true,true
2720,high,low,low,low,medium,low,low,true,true,true,true,true,true
181,veryHigh,low,low,low,low,low,low,false,true,false,true,true,true
544,veryHigh,low,low,low,low,low,low,false,true,false,true,true,true
3600,medium,low,low,low,medium,low,low,false,true,true,true,true,true
3936,low,high,high,high,medium,low,low,false,true,true,false,true,false
1303,high,low,low,low,low,low,low,true,true,true,true,true,true
257,veryHigh,low,low,low,low,low,low,false,true,false,true,true,true
2436,high,low,low,low,medium,low,low,true,false,true,true,true,true
1157,veryHigh,low,low,low,low,low,low,true,true,true,true,true,true
1248,veryHigh,low,low,low,low,low,low,true,true,true,true,true,true
1056,veryHigh,low,low,low,low,low,low,true,true,true,true,true,true
2708,high,low,low,low,low,low,low,true,true,false,true,true,true
1880,high,low,low,low,low,low,low,true,true,true,true,true,true
2438,high,low,low,low,medium,low,low,true,true,true,true,true,true
4882,low,high,high,high,high,low,low,true,true,false,false,true,false
2291,high,low,low,low,low,low,low,true,true,false,true,true,true
2311,high,low,low,low,low,low,low,true,true,true,true,true,true
2629,high,low,low,low,low,low,low,true,true,true,true,true,true
4778,low,high,high,high,high,low,high,true,true,false,false,false,false
4463,low,high,high,high,high,low,high,true,true,true,true,true,false
3816,low,high,low,high,high,low,high,false,true,true,false,true,false
2368,high,low,low,low,low,low,low,false,true,true,true,true,true
4006,low,low,low,low,low,low,low,true,true,false,false,true,true
3322,medium,low,low,low,medium,low,low,true,true,true,true,true,true
384,veryHigh,low,low,low,low,low,low,false,true,false,true,true,true
782,veryHigh,low,low,low,low,low,low,true,true,true,true,true,true
946,veryHigh,low,low,low,low,low,low,true,true,true,true,true,true
2515,high,low,low,low,low,low,low,false,true,true,true,true,true
2408,high,low,low,low,low,low,low,true,true,true,true,true,true
3744,low,high,high,high,low,low,low,true,false,false,true,true,false
3306,medium,medium,low,high,high,low,high,true,true,true,false,true,true
1311,high,low,low,low,low,low,low,true,true,true,true,true,true
2126,high,low,low,low,high,low,high,true,true,true,true,true,true
4704,low,high,high,high,high,low,high,true,false,false,false,false,false
4259,low,high,high,high,high,low,high,false,false,false,false,true,false
539,veryHigh,low,low,low,low,low,low,false,true,false,true,true,true
374,veryHigh,low,low,low,low,low,low,false,true,false,true,true,true
4629,low,high,high,low,high,low,low,false,true,false,false,true,false
2092,high,low,low,low,low,low,low,false,false,false,true,true,true
509,veryHigh,low,low,low,low,low,low,false,true,false,true,true,true
2316,high,low,low,low,low,low,low,false,true,false,true,true,true
4691,low,high,high,high,high,low,high,false,false,false,false,true,false
1161,veryHigh,low,low,low,low,low,low,true,true,true,true,true,true
4558,low,high,high,high,high,low,high,true,true,false,true,false,false
2848,high,low,low,low,medium,low,low,true,true,true,true,true,true
1285,high,low,low,low,low,low,low,true,true,true,true,true,true
4538,low,high,low,high,high,low,high,true,true,false,true,true,false
461,veryHigh,low,low,low,low,low,low,false,true,false,true,true,true
4313,low,medium,low,high,low,low,low,false,false,false,true,true,true
3409,medium,low,low,low,high,low,high,true,true,true,true,true,true
434,veryHigh,low,low,low,low,low,low,false,true,false,true,true,true
1010,veryHigh,low,low,low,low,low,low,true,true,true,true,true,true
2458,high,low,low,low,low,low,low,true,true,true,false,true,true
3660,medium,high,low,high,high,low,high,true,true,false,true,true,true
521,veryHigh,low,low,low,low,low,low,false,true,false,true,true,true
417,veryHigh,low,low,low,low,low,low,false,true,false,true,true,true
2476,high,low,low,low,low,low,low,false,true,false,true,true,true
2790,high,low,low,low,low,low,low,false,true,false,false,false,true
2034,high,high,low,high,low,low,low,true,true,true,true,true,true
978,veryHigh,low,low,low,low,low,low,true,true,true,true,true,true
1447,high,low,low,low,low,low,low,true,true,true,true,true,true
3580,medium,high,low,high,low,low,low,true,true,true,false,true,true
3353,medium,low,low,low,high,low,high,true,true,true,true,true,true
1786,high,low,low,low,low,low,low,true,true,true,true,true,true
1655,high,low,low,low,low,low,low,true,true,true,true,true,true
4044,low,high,high,high,high,low,high,true,false,false,true,false,false
861,veryHigh,low,low,low,low,low,low,true,true,true,true,true,true
943,veryHigh,low,low,low,low,low,low,true,true,true,true,true,true
4371,low,high,high,low,high,low,high,true,true,false,false,true,false
3139,medium,low,low,low,high,low,high,true,true,true,true,true,true
3348,medium,low,low,low,high,low,high,true,true,true,true,true,true
4694,low,high,high,low,low,low,low,false,false,false,true,false,false
2927,high,low,low,low,low,low,low,true,true,true,true,true,true
2591,high,high,low,high,low,low,low,false,true,false,false,true,true
2310,high,low,low,low,low,low,low,true,true,true,true,true,true
2432,high,low,low,low,low,low,low,true,true,true,true,true,true
474,veryHigh,low,low,low,low,low,low,false,true,false,true,true,true
4794,low,high,low,high,high,low,high,true,true,true,true,true,true
301,veryHigh,low,low,low,low,low,low,false,true,false,true,true,true
3380,medium,low,high,low,medium,low,low,true,true,true,true,true,true
189,veryHigh,low,low,low,low,low,low,false,true,false,true,true,true
4064,low,high,high,high,medium,low,low,true,false,true,false,true,false
3959,low,high,high,high,medium,low,low,true,false,false,true,true,false
2004,high,low,low,low,low,low,low,true,true,true,true,true,true
4642,low,low,low,low,low,low,low,false,true,false,false,true,true
1647,high,low,low,low,low,low,low,true,true,true,true,true,true
885,veryHigh,low,low,low,low,low,low,true,true,true,true,true,true
421,veryHigh,low,low,low,low,low,low,false,true,false,true,true,true
3586,medium,low,low,low,low,low,low,true,true,false,true,true,true
1235,veryHigh,low,low,low,low,low,low,true,true,true,true,true,true
3336,medium,low,low,low,low,low,low,true,true,true,false,true,true
2006,high,low,low,low,low,low,low,false,true,false,true,true,true
3127,medium,low,low,low,low,low,low,true,true,true,true,true,true
3258,medium,low,low,low,medium,low,low,false,true,false,true,true,true
3355,medium,high,low,high,low,low,low,true,true,true,false,true,true
311,veryHigh,low,low,low,low,low,low,false,true,false,true,true,true
3783,low,low,low,low,high,low,high,true,true,true,true,true,true
3834,low,high,high,high,high,low,high,true,false,false,true,true,false
2375,high,low,low,low,medium,low,low,false,true,false,true,true,true
1950,high,low,low,low,low,low,low,false,true,false,true,true,true
615,veryHigh,low,low,low,low,low,low,true,true,true,true,true,true
2178,high,low,low,low,low,low,low,false,true,false,true,true,true
808,veryHigh,low,low,low,low,low,low,true,true,true,true,true,true
4047,low,high,high,high,high,low,high,true,true,false,true,false,false
4234,low,high,high,high,high,low,low,true,true,false,false,false,false
887,veryHigh,low,low,low,low,low,low,true,true,true,true,true,true
2058,high,low,low,low,low,low,low,true,true,true,true,true,true
3964,low,high,high,high,high,low,high,true,true,true,true,false,false
2470,high,low,low,low,low,low,low,true,true,true,true,true,true
1985,high,high,low,high,low,low,low,true,true,true,true,true,true
3773,low,high,high,low,low,low,low,false,true,false,true,true,false
2102,high,low,low,low,low,low,low,true,true,true,true,true,true
1124,veryHigh,low,low,low,low,low,low,true,true,true,true,true,true
2342,high,low,low,low,low,low,low,false,true,false,false,true,true
930,veryHigh,low,low,low,low,low,low,false,true,false,true,true,true
4185,low,high,high,low,high,low,high,true,false,false,true,true,false
656,veryHigh,low,low,low,low,low,low,true,true,true,true,true,true
1144,veryHigh,low,low,low,low,low,low,true,true,true,true,true,true
3813,low,high,high,high,high,low,high,true,true,true,false,false,false
2361,high,low,low,low,low,low,low,true,true,true,true,true,true
59,veryHigh,low,low,low,low,low,low,true,true,true,true,true,true
2951,high,low,low,low,low,low,low,true,true,true,true,true,true
4532,low,high,high,high,high,low,high,true,true,false,true,false,false
560,veryHigh,low,low,low,low,low,low,false,true,false,true,true,true
2367,high,low,low,low,high,low,high,true,true,true,true,true,true
329,veryHigh,low,low,low,low,low,low,false,true,false,true,true,true
2517,high,low,low,low,low,low,low,true,true,true,true,true,true
4768,low,high,high,high,high,low,high,true,true,true,false,false,false
4416,low,high,high,high,high,low,high,true,false,false,false,false,false
2748,high,low,low,low,low,low,low,true,true,false,false,true,true
1237,veryHigh,low,low,low,low,low,low,true,true,true,true,true,true
488,veryHigh,low,low,low,low,low,low,false,true,false,true,true,true
3063,medium,low,low,low,low,low,low,true,true,true,true,true,true
4038,low,high,high,high,high,low,low,false,false,false,false,false,false
3785,low,low,low,low,high,low,high,false,true,false,true,true,true
134,veryHigh,low,low,low,low,low,low,true,true,true,true,true,true
1034,veryHigh,low,low,low,low,low,low,true,true,true,true,true,true
2855,high,low,low,low,low,low,low,false,false,false,true,true,true
4591,low,high,high,high,low,low,low,true,false,false,false,false,false
1942,high,low,low,low,low,low,low,true,true,true,true,true,true
1890,high,low,low,low,low,low,low,true,true,true,true,true,true
2529,high,low,low,low,low,low,low,true,true,true,true,true,true
4009,low,high,high,high,high,low,low,true,true,false,false,false,false
1609,high,low,low,low,low,low,low,true,true,true,true,false,true
3327,medium,low,high,low,high,low,high,true,true,true,true,true,true
1060,veryHigh,low,low,low,low,low,low,true,true,true,true,true,true
2416,high,high,low,high,low,low,low,true,true,true,true,true,true
2372,high,medium,low,high,low,low,low,true,true,true,true,true,true
1963,high,low,low,low,low,low,low,true,true,true,true,true,true
60,veryHigh,low,low,low,low,low,low,true,true,true,true,true,true
1546,high,low,low,low,low,low,low,true,true,true,true,true,true
2580,high,low,low,low,low,low,low,false,true,false,false,true,true
1440,high,low,low,low,low,low,low,true,true,true,true,true,true
4121,low,low,low,low,high,low,high,true,false,true,false,true,true
2592,high,low,high,low,low,low,low,true,true,true,true,true,true
3691,low,high,high,high,medium,low,low,true,true,false,false,false,false
1931,high,low,low,low,low,low,low,true,true,true,true,true,true
2692,high,low,low,low,low,low,low,true,true,true,true,true,true
467,veryHigh,low,low,low,low,low,low,false,true,false,true,true,true
2979,high,low,low,low,low,low,low,false,true,false,false,true,true
592,veryHigh,low,low,low,low,low,low,true,true,true,true,true,true
443,veryHigh,low,low,low,low,low,low,false,true,false,true,true,true
3444,medium,medium,low,high,low,low,low,false,false,true,false,true,true
253,veryHigh,low,low,low,low,low,low,false,true,false,true,true,true
3412,medium,low,low,low,high,low,high,true,true,true,true,true,true
1707,high,low,low,low,low,low,low,true,true,true,true,true,true
2971,high,high,low,high,high,low,high,true,true,true,true,true,true
1269,veryHigh,low,low,low,low,low,low,true,true,true,true,true,true
762,veryHigh,low,low,low,low,low,low,true,true,true,true,true,true
1131,veryHigh,low,low,low,low,low,low,true,true,true,true,true,true
358,veryHigh,low,low,low,low,low,low,false,true,false,true,true,true
4624,low,high,high,high,high,low,high,false,true,true,false,true,false
2376,high,low,low,low,low,low,low,false,true,true,true,true,true
2358,high,low,low,low,low,low,low,false,true,false,false,true,true
3227,medium,low,low,low,medium,low,low,false,true,false,false,true,true
734,veryHigh,low,low,low,low,low,low,true,true,true,true,true,true
1190,veryHigh,low,low,low,low,low,low,true,true,true,true,true,true
835,veryHigh,low,low,low,low,low,low,true,true,true,true,true,true
3007,medium,high,low,high,low,low,low,false,true,false,true,true,true
3168,medium,low,low,low,low,low,low,true,true,true,false,true,true
3880,low,high,low,high,low,low,low,false,true,true,true,true,true
2221,high,low,low,low,medium,low,low,false,true,false,true,true,true
4188,low,high,high,high,high,low,high,false,false,true,true,false,false
4288,low,high,high,high,high,low,low,false,true,true,true,true,false
4717,low,high,high,high,high,low,high,false,false,false,false,false,false
2040,high,medium,low,high,low,low,low,true,true,true,true,true,true
4144,low,high,high,high,high,low,high,true,true,false,false,false,false
3677,medium,low,low,low,low,low,low,false,false,false,false,true,true
3928,low,high,high,high,high,low,high,false,true,false,true,false,false
1906,high,low,low,low,low,low,low,true,true,true,true,true,true
97,veryHigh,low,low,low,low,low,low,true,true,true,true,true,true
3807,low,low,low,low,high,low,high,true,true,true,true,true,false
963,veryHigh,low,low,low,low,low,low,true,true,true,true,true,true
3790,low,low,low,low,high,low,high,true,true,false,true,true,true
1936,high,medium,low,high,low,low,low,true,true,true,true,true,true
1198,veryHigh,low,low,low,low,low,low,true,true,true,true,true,true
2795,high,high,low,high,low,low,low,true,true,true,true,true,true
840,veryHigh,low,low,low,low,low,low,true,true,true,true,true,true
870,veryHigh,low,low,low,low,low,low,true,true,true,true,true,true
3285,medium,low,low,low,low,low,low,true,true,true,false,true,true
4895,low,high,high,high,high,low,high,false,true,false,true,false,false
2356,high,low,low,low,low,low,low,false,true,false,false,true,true
3851,low,high,high,high,low,low,low,true,false,false,true,false,false
4285,low,high,high,high,high,low,high,true,true,false,false,false,false
292,veryHigh,low,low,low,low,low,low,false,true,false,true,true,true
1813,high,low,low,low,low,low,low,true,true,true,true,true,true
2984,high,low,low,low,high,low,high,false,false,false,true,true,true
3593,medium,high,low,high,low,low,low,false,true,false,false,true,true
3182,medium,low,low,low,low,low,low,true,true,true,false,true,true
1738,high,low,low,low,low,low,low,true,true,true,true,true,true
4910,low,high,high,high,high,low,high,true,true,true,true,false,false
3120,medium,low,low,low,low,low,low,true,true,true,false,true,true
79,veryHigh,low,low,low,low,low,low,true,true,true,true,true,true
685,veryHigh,low,low,low,low,low,low,true,true,true,true,true,true
1298,high,low,low,low,low,low,low,true,true,true,true,true,true
2079,high,low,low,low,low,low,low,false,true,false,true,true,true
260,veryHigh,low,low,low,low,low,low,false,true,false,true,true,true
2585,high,high,low,high,low,low,low,true,true,true,true,true,true
602,veryHigh,low,low,low,low,low,low,true,true,true,true,true,true
2263,high,low,low,low,low,low,low,true,true,true,false,false,true
1740,high,low,low,low,low,low,low,true,true,true,true,true,true
1443,high,low,low,low,low,low,low,true,true,true,true,true,true
968,veryHigh,low,low,low,low,low,low,true,true,true,true,true,true
3629,medium,low,low,low,low,low,low,true,true,true,false,true,true
4091,low,high,low,high,medium,low,low,true,true,true,true,true,true
3827,low,high,high,high,high,low,high,false,true,true,true,true,false
4086,low,high,high,low,medium,low,low,false,true,false,false,false,false
1869,high,low,low,low,low,low,low,true,true,true,true,true,true
1066,veryHigh,low,low,low,low,low,low,true,true,true,true,true,true
145,veryHigh,low,low,low,low,low,low,true,true,true,true,true,true
4225,low,high,high,high,high,low,high,true,true,false,true,false,false
1166,veryHigh,low,low,low,low,low,low,true,true,true,true,true,true
1384,high,low,low,low,low,low,low,true,true,true,true,true,true
865,veryHigh,low,low,low,low,low,low,true,true,true,true,true,true
4518,low,medium,low,high,high,low,high,false,true,false,false,true,false
3379,medium,low,low,low,low,low,low,true,true,true,false,true,true
131,veryHigh,low,low,low,low,low,low,true,true,true,true,true,true
2296,high,low,low,low,low,low,low,true,true,true,true,true,true
764,veryHigh,medium,low,high,low,low,low,true,true,true,true,true,true
3847,low,low,low,low,high,low,high,false,true,true,true,true,true
2541,high,low,low,low,low,low,low,true,true,false,true,true,true
4370,low,high,low,high,low,low,low,false,false,false,false,true,false
2402,high,medium,low,high,medium,low,low,true,true,true,true,true,true
1486,high,low,low,low,low,low,low,true,true,true,true,true,true
572,veryHigh,low,low,low,low,low,low,false,true,false,true,true,true
2548,high,high,low,high,low,low,low,false,true,false,true,true,true
190,veryHigh,low,low,low,low,low,low,false,true,false,true,true,true
4388,low,high,low,high,high,low,high,true,false,true,false,false,false
423,veryHigh,low,low,low,low,low,low,false,true,false,true,true,true
3190,medium,low,low,low,low,low,low,false,true,false,false,true,true
4665,low,high,high,high,high,low,high,true,true,true,false,true,false
4035,low,high,low,high,high,low,high,true,false,false,true,true,false
2671,high,low,low,low,high,low,high,true,true,true,true,true,true
1922,high,low,low,low,low,low,low,true,true,true,true,true,true
1965,high,low,low,low,low,low,low,true,true,true,true,true,true
4059,low,high,high,high,high,low,high,true,true,false,false,true,false
1388,high,low,low,low,low,low,low,true,true,true,true,true,true
2256,high,low,low,low,low,low,low,true,true,false,true,true,true
2878,high,low,low,low,high,low,high,true,true,true,true,true,true
1811,high,low,low,low,low,low,low,true,true,true,true,true,true
1770,high,low,low,low,low,low,low,true,true,true,true,true,true
855,veryHigh,low,low,low,low,low,low,true,true,true,true,true,true
2331,high,low,low,low,low,low,low,true,true,true,true,true,true
2312,high,low,high,high,low,low,low,true,true,true,true,true,true
2189,high,low,low,low,low,low,low,false,true,false,true,true,true
740,veryHigh,medium,low,high,low,low,low,true,true,true,true,true,true
1675,high,low,low,low,low,low,low,true,true,true,true,true,true
2655,high,low,low,low,low,low,low,true,true,true,false,true,true
2779,high,medium,high,low,low,low,low,true,true,true,false,true,true
